sponsor,count
Hellenic Oncology Research Group,53
Third Military Medical University,53
Wenzhou Medical University,53
Kyungpook National University Hospital,53
Texas Woman's University,53
UCB Biopharma S.P.R.L.,53
Jordan University of Science and Technology,53
Tulane University,52
Rajavithi Hospital,52
China National Center for Cardiovascular Diseases,52
"Kissei Pharmaceutical Co., Ltd.",52
"The University of Tennessee, Knoxville",52
Avid Radiopharmaceuticals,52
TriHealth Inc.,52
CIBA VISION,52
The First Affiliated Hospital of Guangzhou Medical University,52
AIO-Studien-gGmbH,52
Yuzuncu Yıl University,52
Keimyung University Dongsan Medical Center,52
Hams Hamed Abdelrahman,52
Saglik Bilimleri Universitesi,52
Celgene Corporation,51
Ludwig Institute for Cancer Research,51
Albany Medical College,51
Shionogi,51
Corcept Therapeutics,51
New Mexico Cancer Care Alliance,51
"SK Chemicals Co., Ltd.",51
Singapore National Eye Centre,51
Buddhist Tzu Chi General Hospital,51
Cochlear,51
I.M. Sechenov First Moscow State Medical University,51
Shandong Cancer Hospital and Institute,51
Fundación Pública Andaluza para la gestión de la Investigación en Sevilla,51
Instituto do Cancer do Estado de São Paulo,51
Beijing Anzhen Hospital,51
"Shanghai General Hospital, Shanghai Jiao Tong University School of Medicine",51
UCSF Benioff Children's Hospital Oakland,50
University at Buffalo,50
MedtronicNeuro,50
Drugs for Neglected Diseases,50
Albert Einstein Healthcare Network,50
Medical University of Lodz,50
University of Ulster,50
"China Medical University, China",50
Fondazione Italiana Linfomi ONLUS,50
Instituto Mexicano del Seguro Social,50
"Chinese Academy of Medical Sciences, Fuwai Hospital",50
Eskisehir Osmangazi University,50
Thammasat University,50
"ImmunityBio, Inc.",50
Istituto Scientifico Romagnolo per lo Studio e la cura dei Tumori,50
Celltrion,50
University of Seville,50
Kafrelsheikh University,50
BioCryst Pharmaceuticals,49
University of Kentucky,49
Women and Infants Hospital of Rhode Island,49
Bandim Health Project,49
Sorlandet Hospital HF,49
"Ethicon, Inc.",49
University of Regensburg,49
Changi General Hospital,49
Kyunghee University Medical Center,49
University of Konstanz,49
University of Alexandria,49
National Nutrition and Food Technology Institute,49
Diskapi Teaching and Research Hospital,49
University of Guelph,49
Lithuanian University of Health Sciences,49
University Hospital of Ferrara,49
Shanghai 10th People's Hospital,49
Qilu Hospital of Shandong University,49
NRG Oncology,49
European Institute of Oncology,48
R-Pharm,48
University of Surrey,48
"American Regent, Inc.",48
Aarhus University Hospital Skejby,48
University of Brasilia,48
Glaukos Corporation,48
Asociación para Evitar la Ceguera en México,48
"Sinovac Biotech Co., Ltd",48
Octapharma,48
Medtronic Cardiovascular,48
University of East Anglia,48
Sun Pharmaceutical Industries Limited,48
Tang-Du Hospital,48
Murdoch Childrens Research Institute,48
The Leeds Teaching Hospitals NHS Trust,48
Centre Georges Francois Leclerc,48
Universitat Jaume I,48
Guangzhou Institute of Respiratory Disease,48
Janssen Vaccines & Prevention B.V.,48
The First Affiliated Hospital of Zhengzhou University,48
Shengjing Hospital,48
The Affiliated Hospital of Qingdao University,48
"Hugo W. Moser Research Institute at Kennedy Krieger, Inc.",47
Mannkind Corporation,47
University of Sheffield,47
Ontario Clinical Oncology Group (OCOG),47
Medtronic Vascular,47
University of Georgia,47
Helse Stavanger HF,47
Norgine,47
Innovative Medical,47
Universiteit Antwerpen,47
"Instituto Valenciano de Infertilidad, IVI VALENCIA",47
Korea University Guro Hospital,47
Catalysis SL,47
New York Medical College,47
Ryerson University,47
Washington State University,47
RTI International,47
Molnlycke Health Care AB,47
University of Monastir,47
"Clinical Nutrition Research Center, Illinois Institute of Technology",47
"Cynosure, Inc.",47
"Örebro University, Sweden",47
Kanuni Sultan Suleyman Training and Research Hospital,47
"Qilu Pharmaceutical Co., Ltd.",47
Ohio University,46
Louisiana State University Health Sciences Center in New Orleans,46
The Christie NHS Foundation Trust,46
Federation Francophone de Cancerologie Digestive,46
Cumberland Pharmaceuticals,46
Chugai Pharmaceutical,46
FHI 360,46
Medtronic Bakken Research Center,46
Braintree Laboratories,46
Academic and Community Cancer Research United,46
W.L.Gore & Associates,46
Institut de Recherches Cliniques de Montreal,46
Vanda Pharmaceuticals,46
Regional Hospital Holstebro,46
"United States Naval Medical Center, San Diego",46
Chonnam National University Hospital,46
Alnylam Pharmaceuticals,46
Shanghai Changzheng Hospital,46
Hospital Universitario Dr. Jose E. Gonzalez,46
Colgate Palmolive,46
University of Liverpool,46
"Jiangsu Simcere Pharmaceutical Co., Ltd.",46
King Abdulaziz University,46
Istanbul Medeniyet University,46
Sherief Abd-Elsalam,46
Taipei Medical University Shuang Ho Hospital,46
Sinocelltech Ltd.,46
University of Bath,46
South Valley University,46
Ankara Yildirim Beyazıt University,46
National Jewish Health,45
INSYS Therapeutics Inc,45
Melbourne Health,45
St. Antonius Hospital,45
Maastricht Radiation Oncology,45
Lund University Hospital,45
Grifols Therapeutics LLC,45
"OPKO Health, Inc.",45
University of Rome Tor Vergata,45
Prisma Health-Upstate,45
Centre Hospitalier Universitaire de la Réunion,45
University of Oregon,45
Duke-NUS Graduate Medical School,45
Eastern Hepatobiliary Surgery Hospital,45
Inova Health Care Services,45
Centre Hospitalier Intercommunal Creteil,45
Eurofarma Laboratorios S.A.,45
United States Army Research Institute of Environmental Medicine,45
Attikon Hospital,45
Medy-Tox,45
University of Castilla-La Mancha,45
Texas Tech University,45
Xiangya Hospital of Central South University,45
Affiliated Hospital to Academy of Military Medical Sciences,45
"Clinical Nutrition Research Centre, Singapore",45
Lille Catholic University,45
Luye Pharma Group Ltd.,45
"Zhongshan Ophthalmic Center, Sun Yat-sen University",45
LG Chem,45
Hasan Kalyoncu University,45
Seqirus,44
University of Giessen,44
Beth Israel Medical Center,44
"International Partnership for Microbicides, Inc.",44
Guangxi Medical University,44
Chinese Academy of Sciences,44
"Reata Pharmaceuticals, Inc.",44
University of Pavia,44
"Mutual Pharmaceutical Company, Inc.",44
Centre Antoine Lacassagne,44
Hospital do Coracao,44
"Ulthera, Inc",44
Wuerzburg University Hospital,44
National University of Malaysia,44
Universidade Federal Fluminense,44
Universidad de Almeria,44
"ModernaTX, Inc.",44
Emergent BioSolutions,43
"Taiho Oncology, Inc.",43
Hennepin Healthcare Research Institute,43
Medical University of Gdansk,43
Dompé Farmaceutici S.p.A,43
University of Luebeck,43
Carilion Clinic,43
Monash University,43
Logan College of Chiropractic,43
Medical University of Silesia,43
University of Pisa,43
Mead Johnson Nutrition,43
Ramathibodi Hospital,43
Pusan National University Hospital,43
Universidad Europea de Madrid,43
Oslo Metropolitan University,43
Pusan National University Yangsan Hospital,43
The Lymphoma Academic Research Organisation,43
Hospital General Universitario Elche,43
Centre d'Investigation Clinique et Technologique 805,43
The First Hospital of Jilin University,43
Liverpool John Moores University,43
Xinqiao Hospital of Chongqing,43
"Suzhou Zelgen Biopharmaceuticals Co.,Ltd",43
Ankara City Hospital Bilkent,43
National Institute of Dental and Craniofacial Research (NIDCR),42
AIDS Malignancy Consortium,42
NICHD Neonatal Research Network,42
PharmaMar,42
Medtronic Spinal and Biologics,42
"Central Institute of Mental Health, Mannheim",42
"University of Western Ontario, Canada",42
Nova Southeastern University,42
University of Tromso,42
The Cooper Health System,42
University of Parma,42
University of Patras,42
University of Pecs,42
JW Pharmaceutical,42
"Pearl Therapeutics, Inc.",42
"Almirall, S.A.",42
Centre Hospitalier Universitaire Saint Pierre,42
"Cancer Institute and Hospital, Chinese Academy of Medical Sciences",42
"Sumitomo Pharma Oncology, Inc.",42
"Shanghai Pulmonary Hospital, Shanghai, China",42
"Sorrento Therapeutics, Inc.",42
Suez Canal University,42
Eye & ENT Hospital of Fudan University,42
Mersin University,42
Exelixis,41
McNeil AB,41
French Innovative Leukemia Organisation,41
"St. Joseph's Hospital and Medical Center, Phoenix",41
VIVUS LLC,41
Università Vita-Salute San Raffaele,41
The HIV Netherlands Australia Thailand Research Collaboration,41
Medtronic Endovascular,41
Copenhagen University Hospital at Herlev,41
Pakistan Institute of Living and Learning,41
Harokopio University,41
Azienda Socio Sanitaria Territoriale degli Spedali Civili di Brescia,41
Maria Sklodowska-Curie National Research Institute of Oncology,41
University of Barcelona,41
October 6 University,41
Great Ormond Street Hospital for Children NHS Foundation Trust,41
Seoul St. Mary's Hospital,41
Azienda Ospedaliera Universitaria Integrata Verona,41
Daping Hospital and the Research Institute of Surgery of the Third Military Medical University,41
Universidad Miguel Hernandez de Elche,41
Vedic Lifesciences Pvt. Ltd.,41
Acerta Pharma BV,41
University of Jaén,41
Henry M. Jackson Foundation for the Advancement of Military Medicine,40
Bavarian Nordic,40
"Biosense Webster, Inc.",40
The George Institute,40
Arkansas Children's Hospital Research Institute,40
DePuy International,40
"Janssen Pharmaceutica N.V., Belgium",40
VA Connecticut Healthcare System,40
Biotronik SE & Co. KG,40
Mirati Therapeutics Inc.,40
Laboratoires Thea,40
Uppsala University Hospital,40
Seung-Jung Park,40
Debiopharm International SA,40
Centre Jean Perrin,40
Semmelweis University,40
"USDA, Western Human Nutrition Research Center",40
USDA Grand Forks Human Nutrition Research Center,40
"University of Auckland, New Zealand",40
University of Palermo,40
"Kowa Research Institute, Inc.",40
Shin Kong Wu Ho-Su Memorial Hospital,40
Syneron Medical,40
Harvard University,40
Zekai Tahir Burak Women's Health Research and Education Hospital,40
"University of Nevada, Las Vegas",40
Versailles Hospital,40
University of Haifa,40
Ramsay Générale de Santé,40
Seattle Institute for Biomedical and Clinical Research,39
Children's Cancer and Leukaemia Group,39
University College London Hospitals,39
Swedish Orphan Biovitrum,39
FibroGen,39
"SK Life Science, Inc.",39
Tampere University,39
ARCAGY/ GINECO GROUP,39
Memorial University of Newfoundland,39
Institut Pasteur,39
"University Children's Hospital, Zurich",39
"Institute of Tropical Medicine, Belgium",39
Changhua Christian Hospital,39
Western Galilee Hospital-Nahariya,39
Cancer Trials Ireland,39
Hallym University Medical Center,39
St Stephens Aids Trust,39
Federal University of Uberlandia,39
Chengdu University of Traditional Chinese Medicine,39
Loughborough University,39
Goethe University,39
Universidade Cidade de Sao Paulo,39
"Merz North America, Inc.",39
Rio de Janeiro State University,39
Schön Klinik Berchtesgadener Land,39
Hospital Italiano de Buenos Aires,39
Beijing 302 Hospital,39
New York Institute of Technology,39
Kangbuk Samsung Hospital,39
Xijing Hospital of Digestive Diseases,39
IlDong Pharmaceutical Co Ltd,39
Chang Gung University,39
University of Coimbra,39
HealthCore-NERI,38
Institute for Neurodegenerative Disorders,38
Eisai Limited,38
German Breast Group,38
"Taiho Pharmaceutical Co., Ltd.",38
Shriners Hospitals for Children,38
Hong Kong Baptist University,38
Universidade Estadual de Londrina,38
IRCCS Burlo Garofolo,38
Universidad Peruana Cayetano Heredia,38
"University Hospital, Essen",38
Valneva Austria GmbH,38
Nottingham University Hospitals NHS Trust,38
Imperial College Healthcare NHS Trust,38
"Government Dental College and Research Institute, Bangalore",38
Nordsjaellands Hospital,38
General Hospital of Ningxia Medical University,38
Kahramanmaras Sutcu Imam University,38
Bursa Yüksek İhtisas Education and Research Hospital,38
"RemeGen Co., Ltd.",38
Ascentage Pharma Group Inc.,38
CTI BioPharma,37
Acorda Therapeutics,37
Newcastle-upon-Tyne Hospitals NHS Trust,37
CONRAD,37
"Northern Orthopaedic Division, Denmark",37
"Translational Research Center for Medical Innovation, Kobe, Hyogo, Japan",37
Martin-Luther-Universität Halle-Wittenberg,37
Carnegie Mellon University,37
Indivior Inc.,37
Eastern Virginia Medical School,37
Groupe Francophone des Myelodysplasies,37
