NO,name,smi,Dataset,logPapp
D-1999,CF 1525 (p-Me),P(Oc1ccc(cc1)C)(OC[C@H]1O[C@@H](N2C=C(C)C(=O)NC2=O)C=C1)(=O)NC(C(OC)=O)C,Tr,-5.8474512
D-2000,CF 1523 (p-Cl),Clc1ccc(OP(OC[C@H]2O[C@@H](N3C=C(C)C(=O)NC3=O)C=C2)(=O)NC(C(OC)=O)C)cc1,Tr,-5.7328787
D-2001,CF 1517 (p-Br),Brc1ccc(OP(OC[C@H]2O[C@@H](N3C=C(C)C(=O)NC3=O)C=C2)(=O)NC(C(OC)=O)C)cc1,Tr,-5.6954093
D-2002,CF 1572 (p-I),Ic1ccc(OP(OC[C@H]2O[C@@H](N3C=C(C)C(=O)NC3=O)C=C2)(=O)NC(C(OC)=O)C)cc1,Tr,-5.1300001
D-2004,Roxithromycin,O1[C@@H](CC)[C@@](O)(C)[C@H](O)[C@@H](C)\C(=N\OCOCCOC)\[C@@H](C[C@@](O)(C)[C@@H](O[C@@H]2O[C@@H](C[C@H](N(C)C)[C@H]2O)C)[C@@H](C)[C@@H](O[C@H]2O[C@H](C)[C@@H](O)[C@@](OC)(C2)C)[C@H](C)C1=O)C,Tr,-5.7397189
D-2005,"2-Amino-1-methyl-6-phenylimidazo-[4,5-b]pyridine (PhIP)",n1c2ncc(cc2n(C)c1N)-c1ccccc1,Tr,-4.8205118
D-2008,8,S(=O)(=O)(NC(=O)C(c1cc2OCOc2cc1)c1c2c(n(c1)C)cc(cc2)C#N)c1ccc(cc1OC)C,Tr,-5.1011863
D-2010,10,S(=O)(=O)(NC(=O)C(c1cc2OCOc2cc1)c1c2c(n(c1)C)cc(F)cc2)c1ccc(cc1OC)C,Tr,-4.6994848
D-2011,11,S(=O)(=O)(NC(=O)C(c1cc2OCOc2cc1)c1c2c(n(c1)C)cc(cc2)C(=O)C)c1ccc(cc1OC)C,Tr,-5.8519359
D-2012,12,S(=O)(=O)(NC(=O)C(c1cc2OCOc2cc1)c1c2c(n(c1)C)cc(cc2)COC)c1ccc(cc1OC)C,Tr,-5.3005152
D-2014,14,S(=O)(=O)(NC(=O)C(c1cc2OCOc2cc1)c1c2c(n(c1)C)cc(cc2)CO)c1ccc(cc1)C,Tr,-5.7697759
D-2015,15,S(=O)(=O)(NC(=O)C(c1cc2OCOc2cc1)c1c2c(n(c1)CCOC)cc(cc2)COC)c1ccc(cc1OC)C,Tr,-5.7979398
D-2016,16,S(=O)(=O)(NC(=O)C(c1cc2OCOc2cc1)c1c2c(n(c1)CCOC)cc(F)cc2)c1ccc(cc1OC)C,Tr,-5.720623
D-2023,14c,O1CCN(CC1)CCCNC(=O)[C@H](NC(=O)C1(NC(=O)c2n(c3c(c2)cccc3)C)CCCC1)Cc1ccccc1,Tr,-4.9723473
D-2027,21c,s1c2c(cc1C(=O)NC1(CCCC1)C(=O)N[C@H](Cc1ccccc1)C(=O)NCCCN1CCC(O)CC1)cccc2,Tr,-5.8519359
D-2028,25a,s1c2c(cc1C(=O)NC1(CCCC1)C(=O)N[C@H](Cc1ccccc1)C(=O)NCCCC(=O)N1CCC(N3CCOCC3)CC1)cccc2,Tr,-5.7697759
D-2031,25f,s1c2c(cc1C(=O)NC1(CCCC1)C(=O)N[C@H](Cc1ccccc1)C(=O)NCCC(=O)N1CCN(CC1)C1CCOCC1)cccc2,Tr,-5.8880281
D-2034,48d,s1c2cc(ccc2cc1C(=O)NC1(CCCC1)C(=O)N[C@H](Cc1ccccc1)C(=O)NCC1CCN(CC1)CC1CCOCC1)C(F)(F)F,Tr,-5.1919103
D-2036,48e,s1c2cc(OC)ccc2cc1C(=O)NC1(CCCC1)C(=O)N[C@H](Cc1ccccc1)C(=O)NCC1CCN(CC1)CC1CCOCC1,Tr,-5.9593034
D-2038,20E 22-ethyl ether (5),O=C1[C@@H]2C[C@@H](O)[C@@H](O)C[C@]2(C2C(=C1)[C@]1(O)CC[C@H]([C@@](O)([C@H](OCC)CCC(O)(C)C)C)[C@]1(CC2)C)C,Tr,-4.8600001
D-2039,20E 22-allyl ether (7),O=C1[C@@H]2C[C@@H](O)[C@@H](O)C[C@]2(C2C(=C1)[C@]1(O)CC[C@H]([C@@](O)([C@H](OCC=C)CCC(O)(C)C)C)[C@]1(CC2)C)C,Tr,-4.6900001
D-2040,20E 25-methyl ether (10),O=C1[C@@H]2C[C@@H](O)[C@@H](O)C[C@]2(C2C(=C1)[C@]1(O)CC[C@H]([C@@](O)([C@H](O)CCC(OC)(C)C)C)[C@]1(CC2)C)C,Tr,-4.7600002
D-2043,PoA 22-methyl ether (18),O=C1[C@@H]2C[C@@H](O)[C@@H](O)C[C@]2(C2C(=C1)[C@]1(O)CC[C@H]([C@@](O)([C@H](OC)CCC(C)C)C)[C@]1(CC2)C)C,Tr,-4.5799999
D-2045,20-Hydroxyecdysone (25),O=C1[C@@H]2C[C@@H](O)[C@@H](O)C[C@]2(C2C(=C1)[C@]1(O)CC[C@H]([C@@](O)([C@H](O)CCC(O)(C)C)C)[C@]1(CC2)C)C,Tr,-4.79
D-2047,Muristerone A (28),O=C1C=C2C([C@@]3(C[C@H](O)[C@H](O)C[C@@]13O)C)[C@@H](O)C[C@]1(C)[C@H](CC[C@]12O)[C@@](O)([C@H](O)CCC(C)C)C,Tr,-4.9000001
D-2050,"(E)-4-(3,4-dimethoxyphenyl)but-3-en-1-yl linoleate (1)",O(C)c1cc(ccc1OC)\C=C\CCOC(=O)CCCCCCC\C=C/C\C=C/CCCCC,Tr,-4.8498521
D-2051,"(E)-4-(3,4-dimethoxyphenyl)but-3-en-1-yl oleate (2)",O(C)c1cc(ccc1OC)\C=C\CCOC(=O)CCCCCCC\C=C/CCCCCCCC,Tr,-5.0101638
D-2053,Compound D,O(C)c1cc(ccc1OC)\C=C\CCO,Tr,-4.8428431
D-2060,Rutaecarpine (RCP),O=C1N2C(=Nc3c1cccc3)c1[nH]c3c(c1CC2)cccc3,Tr,-5.0582528
D-2061,Evodiamine (EDM),O=C1N2C(N(c3c1cccc3)C)c1[nH]c3c(c1CC2)cccc3,Tr,-4.632256
D-2064,YH439,s1cc(nc1NC(=O)\C(\C(OC(C)C)=O)=C\1/SCS/1)C,Tr,-4.5100002
D-2066,Choline,OCC[N+](C)(C)C,Tr,-4.9521427
D-2067,Cerulenin,O1[C@@H](C(=O)CC\C=C\C\C=C\C)[C@H]1C(=O)N,Tr,-5.4224062
D-2070,Rebaudioside A,O1[C@@H](CO)[C@H](O)[C@@H](O)[C@H](O)C1OC(=O)[C@]1([C@H]2CC[C@]34CC([C@H](C3)C(O[C@H]3O[C@@H](CO)[C@H](O)C(O[C@H]5O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]5O)[C@@H]3O[C@H]3O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]3O)CC4[C@@]2(CCC1)C)=C)C,Tr,-6.9593034
D-2073,D-Phe-D-Ala-D-Ser-OH,OC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](N)Cc1ccccc1)C)CO,Tr,-6.2819986
D-2081,"Dimethyl-4',4'-dimethoxy-5,6,5',6'-dimethylene dioxybiphenyl-2,2'-dicarboxylate (DDB)",O1c2c(OC1)c(OC)cc(C(OC)=O)c2-c1c2OCOc2c(OC)cc1C(OC)=O,Tr,-4.1687455
D-2082,Carbendazim,O(C(=O)Nc1[nH]c2c(n1)cccc2)C,Tr,-4.1011863
D-2083,Dexloxiglumide,Clc1cc(ccc1Cl)C(=O)N[C@H](CCC(O)=O)C(=O)N(CCCCC)CCCOC,Tr,-5.140131
D-2086,Lys-FITC-OCH3,S=C(Nc1cc2c(cc1)C1(OC2=O)c2c(Oc3c1ccc(O)c3)cc(O)cc2)NCCCC[C@@H](N)C(OC)=O,Tr,-5.8313413
D-2087,Neostenine,O1[C@H]2[C@H](C3C4N(CC3)CCCCC4[C@H]2CC)[C@H](C)C1=O,Tr,-4.9198675
D-2090,Decursinol angelate (DA),O1c2c(C[C@@H](OC(=O)\C=C(\C)/C)C1(C)C)cc1C=CC(Oc1c2)=O,Tr,-4.9204097
D-2091,Imidacloprid (IMI),Clc1ncc(cc1)CN1CCN=C1NN(O)O,Tr,-4.6677732
D-2095,Laudanosine (LAU),O(C)c1cc(ccc1OC)CC1N(CCc2c1cc(OC)c(OC)c2)C,Tr,-4.5497985
D-2096,Cepharanthine (CEP),O1c2cc3C(N(CCc3cc2OC)C)Cc2cc(Oc3ccc(CC4N(CCc5c4c1c1OCOc1c5)C)cc3)c(OC)cc2,Tr,-4.1877432
D-2102,Corynanthine (COR),O[C@@H]1CC[C@H]2[C@@H](C[C@H]3N(CCc4c5c([nH]c34)cccc5)C2)[C@H]1C(OC)=O,Tr,-4.7298937
D-2107,Ac-Trp-Ala-Gly-Gly-Asp-Ala-NH2,OC(=O)CC(NC(=O)CNC(=O)CNC(=O)C(NC(=O)C(NC(=O)C)Cc1c2c([nH]c1)cccc2)C)C(=O)NC(C(=O)N)C,Tr,-7.4981046
D-2108,Ac-Gly-Asn-Ala-NH2,O=C(N)C[C@H](NC(=O)CNC(=O)C)C(=O)N[C@H](C(=O)N)C,Tr,-6.5900002
D-2110,Ac-Gly-Lys-Ala-NH2,O=C(N[C@@H](CCCCN)C(=O)N[C@H](C(=O)N)C)CNC(=O)C,Tr,-7.0100002
D-2111,cyclo[Trp-Ala-Gly-Gly-Asp-Ala],O=C1NC(C)C(=O)NCC(=O)NCC(=O)NC(CC(O)=O)C(=O)NC(C)C(=O)NC1Cc1c2c([nH]c1)cccc2,Tr,-7.0307584
D-2114,Strychnine (Str),O1[C@@H]2[C@@H]3[C@@H]4C(=CC1)CN1[C@H]([C@@]5([C@H]3N(c3c5cccc3)C(=O)C2)CC1)C4,Tr,-4.5086198
D-2115,Brucine (Bru),O1[C@H]2[C@H]3[C@H]4C(=CC1)CN1[C@@H]([C@]5([C@@H]3N(c3cc(OC)c(OC)cc35)C(=O)C2)CC1)C4,Tr,-4.7786422
D-2118,Brucine N-oxide (B-N),O1[C@H]2[C@H]3[C@H]4C(=CC1)C[N+]1([O-])[C@@H]([C@]5([C@@H]3N(c3cc(OC)c(OC)cc35)C(=O)C2)CC1)C4,Tr,-5.46
D-2119,Pseudostrychnine (Psd),O1[C@H]2[C@@H]3[C@@H]4C(=CC1)CN1C[C@H](O)C5([C@@H]3N(c3c5cccc3)C(=O)C2)C1C4,Tr,-4.600163
D-2126,Bilirubin,O=C1N\C(=C\c2[nH]c(Cc3[nH]c(\C=C/4\NC(=O)C(C)=C\4C=C)c(C)c3CCC(O)=O)c(CCC(O)=O)c2C)\C(C)=C1C=C,Tr,-6.1314831
D-2127,Bilirubin ditaurate,S(O)(=O)(=O)CCNC(=O)CCc1c(C)c([nH]c1Cc1[nH]c(\C=C/2\NC(=O)C(C=C)=C\2C)c(C)c1CCC(=O)NCCS(O)(=O)=O)\C=C/1\NC(=O)C(C)=C\1C=C,Tr,-6.0594678
D-2128,Biliverdin,O=C1N\C(=C\C2=N\C(=C/c3[nH]c(\C=C/4\NC(=O)C(C)=C\4C=C)c(C)c3CCC(O)=O)\C(CCC(O)=O)=C2C)\C(C)=C1C=C,Tr,-5.6290045
D-2134,16,Clc1cccc(Cl)c1C(=O)N[C@@H](Cc1ccc(cc1)C=1C(=O)N(N=CC=1OC)C)CO,Tr,-5.6010299
D-2139,32b,s1cc(nc1-c1nc2c(ccc(OC)c2)c(O[C@H]2C[C@@H]3[C@@H](C2)C(=O)N[C@]2([C@H](\C=C/CCCCN(C)C3=O)C2)C(=O)NS(=O)(=O)C2CC2)c1)C(C)C,Tr,-4.8880281
D-2140,TMC435350 (32c),s1cc(nc1-c1nc2c(ccc(OC)c2C)c(O[C@H]2C[C@@H]3[C@@H](C2)C(=O)N[C@]2([C@H](\C=C/CCCCN(C)C3=O)C2)C(=O)NS(=O)(=O)C2CC2)c1)C(C)C,Tr,-5.0778604
D-2141,32f,Clc1c2nc(cc(O[C@H]3C[C@@H]4[C@@H](C3)C(=O)N[C@]3([C@H](\C=C/CCCCN(C)C4=O)C3)C(=O)NS(=O)(=O)C3CC3)c2ccc1OC)-c1scc(n1)C(C)C,Tr,-5.238286
D-2142,32g,S(=O)(=O)(NC(=O)[C@]12NC(=O)[C@H]3[C@@H](C[C@H](Oc4cc(nc5c4ccc(OC)c5C)-n4nc(cc4)C(C)C)C3)C(=O)N(CCCC\C=C/[C@@H]1C2)C)C1CC1,Tr,-4.8219547
D-2143,32h,S(=O)(=O)(NC(=O)[C@]12NC(=O)[C@H]3[C@@H](C[C@H](Oc4cc(nc5c4ccc(OC)c5C)-c4nc(ccc4)C(C)C)C3)C(=O)N(CCCC\C=C/[C@@H]1C2)C)C1CC1,Tr,-4.9204097
D-2146,Tangeretin (1),O1c2c(c(OC)c(OC)c(OC)c2OC)C(=O)C=C1c1ccc(OC)cc1,Tr,-4.5315666
D-2147,Wogonin (2),O1c2c(C(=O)C=C1c1ccccc1)c(O)cc(O)c2OC,Tr,-4.632256
D-2148,Acacetin (4),O1c2c(C(=O)C=C1c1ccc(OC)cc1)c(O)cc(O)c2,Tr,-4.8423324
D-2149,Luteolin (6),O1c2c(C(=O)C=C1c1cc(O)c(O)cc1)c(O)cc(O)c2,Tr,-5.0500002
D-2151,Scutellarein (8),O1c2c(c(O)c(O)c(O)c2)C(=O)C=C1c1ccc(O)cc1,Tr,-5.2399998
D-2152,DXG (9),O1[C@H](CO[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@@H](O)C1Oc1cc(O)c2c(OC(=CC2=O)c2cc(O)c(OC)cc2)c1,Tr,-6.1599998
D-2153,Isovitexin (10),O1c2c(c(O)c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)c2)C(=O)C=C1c1ccc(O)cc1,Tr,-6.2003298
D-2154,Luteoloside (11),O1c2c(C(=O)C=C1c1cc(O)c(O)cc1)c(O)cc(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)c2,Tr,-6.3682656
D-2155,Baicalin (12) (BG),O1c2c(c(O)c(O)c(O[C@@H]3O[C@H](C(O)=O)[C@@H](O)[C@H](O)[C@H]3O)c2)C(=O)C=C1c1ccccc1,Tr,-6.7697759
D-2156,DG (13),O1c2c(C(=O)C=C1c1cc(O)c(OC)cc1)c(O)cc(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)c2,Tr,-6.9204097
D-2157,Galangin (14),O1c2c(C(=O)C(O)=C1c1ccccc1)c(O)cc(O)c2,Tr,-5.1111913
D-2159,Kaempferol (16),O1c2c(C(=O)C(O)=C1c1ccc(O)cc1)c(O)cc(O)c2,Tr,-4.9899998
D-2160,Tamarixetin (17),O1c2c(C(=O)C(O)=C1c1cc(O)c(OC)cc1)c(O)cc(O)c2,Tr,-5.0013065
D-2162,Myricetin (19),O1c2c(C(=O)C(O)=C1c1cc(O)c(O)c(O)c1)c(O)cc(O)c2,Tr,-5.77
D-2163,Morin (20),O1c2c(C(=O)C(O)=C1c1ccc(O)cc1O)c(O)cc(O)c2,Tr,-6.2088041
D-2164,Quercitrin (21),O1c2c(C(=O)C(O[C@@H]3O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]3O)=C1c1cc(O)c(O)cc1)c(O)cc(O)c2,Tr,-6.0999999
D-2165,Isoquercitrin (22),O1c2c(C(=O)C(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)=C1c1cc(O)c(O)cc1)c(O)cc(O)c2,Tr,-6.27
D-2166,IRR (23),O1[C@H](CO[C@H]2O[C@H](C)[C@@H](O)[C@H](O)[C@@H]2O)[C@@H](O)[C@H](O)[C@@H](O)C1OC1=C(Oc2c(C1=O)c(O)cc(O)c2)c1cc(OC)c(O)cc1,Tr,-6.5388007
D-2168,Eriodictyol (28),O1c2c(C(=O)CC1c1cc(O)c(O)cc1)c(O)cc(O)c2,Tr,-5.2800002
D-2170,Formononetin (30),O1C=C(C(=O)c2c1cc(O)cc2)c1ccc(OC)cc1,Tr,-4.5293546
D-2171,Daidzein (32),O1C=C(C(=O)c2c1cc(O)cc2)c1ccc(O)cc1,Tr,-4.6788902
D-2173,Puerarin (34),O1[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)C1c1c2OC=C(C(=O)c2ccc1O)c1ccc(O)cc1,Tr,-6.3989701
D-2174,Isoliquiritigenin (35),Oc1cc(O)ccc1C(=O)\C=C\c1ccc(O)cc1,Tr,-4.8378239
D-2175,(-)-Epicatechin (36),O1c2c(C[C@@H](O)[C@H]1c1cc(O)c(O)cc1)c(O)cc(O)c2,Tr,-6.4311924
D-2176,7d,Clc1ccc(cc1)C[C@H](C(=O)N1CCN(CC1)c1ccc(cc1[C@@H](N)C(C)C)C)C,Tr,-5.3000002
D-2178,9,Clc1cc(F)c(cc1)C[C@H](C(=O)N1CCN(CC1)c1ccc(cc1[C@@H](NCCNC)C(C)C)C)C,Tr,-5.52
D-2181,10c,Clc1cc(Cl)ccc1C[C@H](C(=O)N1CCN(CC1)c1c(cccc1F)[C@@H](NC(=O)CNC)C(C)C)C,Tr,-5.6999998
D-2182,10d,Clc1ccc(cc1)C[C@H](C(=O)N1CCN(CC1)c1c(cccc1F)[C@@H](NC(=O)CCN(C)C)C(C)C)C,Tr,-5
D-2185,11b,Clc1ccc(cc1)C[C@H](C(=O)N1CCN(CC1)c1ccc(cc1[C@@H](NC(=O)CCN)C(C)C)C)C,Tr,-5.5214391
D-2186,11c,Clc1ccc(cc1)C[C@H](C(=O)N1CCN(CC1)c1ccc(cc1[C@@H](NC(=O)CCNC)C(C)C)C)C,Tr,-4.9204097
D-2188,11e,Clc1cc(F)c(cc1)C[C@H](C(=O)N1CCN(CC1)c1ccc(cc1[C@@H](NC(=O)CCN(C)C)C(C)C)C)C,Tr,-4.4308991
D-2190,12c,Clc1cc([C@@H](NC(=O)C(N)C)C(C)C)c(N2CCN(CC2)C(=O)[C@@H](Cc2ccc(Cl)cc2OC)C)cc1,Tr,-5.5214391
D-2191,12d,Clc1cc([C@@H](NC(=O)CCN(C)C)C(C)C)c(N2CCN(CC2)C(=O)[C@@H](Cc2ccc(Cl)cc2)C)cc1,Tr,-5.0478787
D-2194,"3-[5-(4-hydroxyphenyl)-1,3-oxazol-2-yl]phenol (18)",o1c(cnc1-c1cc(O)ccc1)-c1ccc(O)cc1,Tr,-5.1011863
D-2197,N-(4-Chlorophenyl)-1-(2-(pyridin-4-yl)ethyl)-1H-pyrazole-5-carboxamide (11),Clc1ccc(NC(=O)c2n(ncc2)CCc2ccncc2)cc1,Tr,-5.1590075
D-2199,19,O=C(Nc1ccc(cc1)CC)c1n(ncc1)CCc1ccncc1,Tr,-5.0116143
D-2200,20,FC(F)(F)Oc1ccc(NC(=O)c2n(ncc2)CCc2ccncc2)cc1,Tr,-5.1515226
D-2201,N-(4-(Chlorodifluoromethoxy)phenyl)-1-(2-(pyridin-4-yl)ethyl)-1H-pyrazole-5-carboxamide (22),ClC(F)(F)Oc1ccc(NC(=O)c2n(ncc2)CCc2ccncc2)cc1,Tr,-5.3275695
D-2202,N-(4-tert-Butylphenyl)-1-(2-(pyridin-4-yl)ethyl)-1H-pyrazole-5-carboxamide (23),O=C(Nc1ccc(cc1)C(C)(C)C)c1n(ncc1)CCc1ccncc1,Tr,-5.1295056
D-2203,24,O=C(Nc1ccc(cc1)C(C)C)c1n(ncc1)CCc1ccncc1,Tr,-5.0886235
D-2205,1,O1CCOC12C[C@H](C(=O)NO)[C@H](NC(=O)c1ccc(OCc3cc(nc4c3cccc4)C)cc1)C2,Tr,-5.7423639
D-2206,"18 (5R,S)",O1CCC[C@]12C[C@H](C(=O)NO)[C@H](NC(=O)c1ccc(OCc3cc(nc4c3cccc4)C)cc1)C2,Tr,-5.6319547
D-2207,4-(Pyridin-4-ylmethylamino)-N-(3-(trifluoromethyl)phenyl)isothiazole-3-carboxamide (3),s1nc(C(=O)Nc2cc(ccc2)C(F)(F)F)c(NCc2ccncc2)c1,Tr,-5.158072
D-2208,9,s1nc(C(=O)Nc2cc(OC(F)(F)F)ccc2)c(NCc2ccncc2)c1,Tr,-5.1003633
D-2209,N-(3-tertbutylphenyl)-4-(pyridin-4-ylmethylamino)isothiazole-3-carboxamide (11),s1nc(C(=O)Nc2cc(ccc2)C(C)(C)C)c(NCc2ccncc2)c1,Tr,-5.2516832
D-2210,14,Brc1cc(NC(=O)c2nscc2NCc2ccncc2)ccc1,Tr,-5.2606096
D-2211,22,s1nc(C(=O)Nc2cc(C(F)(F)F)c(cc2)C)c(NCc2ccncc2)c1,Tr,-5.2295737
D-2213,4-(quinolin-4-ylmethylamino)-N-(3-(trifluoromethyl)phenyl)isothiazole-3-carboxamide (30),s1nc(C(=O)Nc2cc(ccc2)C(F)(F)F)c(NCc2c3c(ncc2)cccc3)c1,Tr,-5.5700002
D-2215,6,S1c2c(N(c3c1cccc3)CC1CCN(CC1)CCCNC=1N(C)C(=O)N(C)C(=O)C=1)cc(cc2)C(O)=O,Tr,-5.8989701
D-2216,6b,S1c2c(N(c3c1cccc3)CC1CCN(CC1)CCCN(C)C=1N(C)C(=O)N(C)C(=O)C=1)cc(cc2)C(O)=O,Tr,-5.7209244
D-2218,22,S1c2c(N(c3c1cccc3)CCCN1CCCN(CC1)C=1N(C)C(=O)N(C)C(=O)C=1)cc(cc2)C(O)=O,Tr,-4.8289509
D-2220,24,S1c2c(N(c3c1cccc3)CCCN1CCCN(CC1)C=1N(C)C(=O)N(C)C(=O)C=1)cccc2C(O)=O,Tr,-5.8005152
D-2221,25,S1c2c(N(c3c1cccc3)CCN1CCN(CC1)C=1N(C)C(=O)N(C)C(=O)C=1)cc(cc2)C(O)=O,Tr,-5.3099999
D-2222,26,S1c2c(N(c3c1cccc3)CCCCN1CCN(CC1)C=1N(C)C(=O)N(C)C(=O)C=1)cc(cc2)C(O)=O,Tr,-4.6900001
D-2224,28,S1c2c(N(c3c1cccc3)CCCN1CCCN(CC1)C=1N(C)C(=O)N(C)C(=O)C=1)cc(cc2)CC(O)=O,Tr,-5.2600002
D-2226,30,S1c2c(N(c3c1cccc3)CCCN1CCCN(CC1)C=1N(C)C(=O)N(C)C(=O)C=1)cc(cc2)CCC(O)=O,Tr,-5.1100001
D-2228,32,S1c2c(N(c3c1cccc3)CCCN1CCCN(CC1)C=1N(C)C(=O)N(C)C(=O)C=1)cc(cc2)C(C(O)=O)(C)C,Tr,-5
D-2230,34,S1c2c(N(c3c1cccc3)CCCN1CCCN(CC1)C=1N(C)C(=O)N(C)C(=O)C=1)cc(OCC(O)=O)cc2,Tr,-5.8005152
D-2231,35,S1c2c(N(c3c1cccc3)CCCN1CCCN(CC1)C=1N(C)C(=O)N(C)C(=O)C=1)cc(cc2)\C=C\C(O)=O,Tr,-4.6493707
D-2232,36,S1c2c(N(c3c1cccc3)CCCN1CCC(=CC1)C=1N(C)C(=O)N(C)C(=O)C=1)cc(cc2)CC(O)=O,Tr,-4.8289509
D-2236,17d,Oc1ccc(cc1C(C)(C)C)C[C@H](NC(=O)[C@@H](N(C(=O)[C@@H](N)Cc1ccccc1)C)C(C)C)C,Tr,-4.9186072
D-2237,KAR-2,ClCCN1C(=O)[C@]2(OC1=O)[C@@H]1N(c3cc(OC)c(cc3[C@]13[C@H]1N(CC=C[C@]1(C2)CC)CC3)[C@@]1(c2[nH]c3c(c2CCN2C[C@@](O)(C[C@H](C1)C2)CC)cccc3)C(OC)=O)C,Tr,-4.8616409
D-2238,11-keto-beta-boswellic acid (KBA),O=C1[C@H]2[C@](CC[C@@H]3[C@@](C(O)=O)(C)[C@H](O)CC[C@@]23C)(C)[C@]2(C[C@@H]([C@@H]3[C@H](C2=C1)[C@@H](C)[C@@H](CC3)C)C)C,Tr,-5.8000002
D-2248,Bis(7)-tacrine (B7T),n1c2c(CCCC2)c(NCCCCCCCNc2c3CCCCc3nc3c2cccc3)c2c1cccc2,Tr,-5.4412465
D-2254,1,Oc1c2c(C(=O)C(C2)(C)C)c(C)c(CCO)c1C,Tr,-4.7597256
D-2255,3,O1[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1OCCc1c(C)c(O)c2c(C(=O)C(C2)(C)C)c1C,Tr,-6.0107207
D-2261,"Quercetin 3,4'-diglucoside",O1[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)C1OC1=C(Oc2c(C1=O)c(O)cc(O)c2)c1cc(O)c(OC2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1,Tr,-7.0478787
D-2266,D-Glu(OBzl)-Ala,O(Cc1ccccc1)C(=O)CC[C@H](N)C(=O)NC(C(O)=O)C,Tr,-5.6912522
D-2267,D-Ser(Bzl)-Ala,O(Cc1ccccc1)C[C@H](N)C(=O)NC(C(O)=O)C,Tr,-5.9906998
D-2269,Glycocholate,O[C@H]1C[C@H]2[C@H]([C@@H]3CC[C@H]([C@@H](CCC(=O)NCC(=O)[O-])C)[C@@]13C)[C@H](O)C[C@@H]1C[C@H](O)CC[C@@]12C,Tr,-5.7141905
D-2271,F-(S)-IZD,S(=O)(=O)(N[C@@H](Cc1cc(F)c(cc1)[C@H]1S(=O)([O-])=NC(=O)C1)c1[nH]c2c(n1)cccc2)c1ccccc1,Tr,-6.5214391
D-2274,Cyclo(-PFMewKTMeF-) (7),O=C1N(C)[C@@H](CCCCN)C(=O)N[C@@H]([C@H](O)C)C(=O)N(C)[C@@H](Cc2ccccc2)C(=O)N2[C@@H](CCC2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H]1Cc1c2c([nH]c1)cccc2,Tr,-6.5700002
D-2276,M1,OC1(CCCCC1CN(C)C)c1cc(O)ccc1,Tr,-4.7799463
D-2279,Epigallocatechin (EGC),O1c2c(C[C@@H](O)[C@H]1c1cc(O)c(O)c(O)c1)c(O)cc(O)c2,Tr,-6.8284068
D-2283,Fluorescein,O1C2=CC(=O)C=CC2=C(c2c1cc(O)cc2)c1ccccc1C(O)=O,Tr,-4.77
D-2286,DB377 (4),o1c(ccc1-c1ccc(cc1)/C(=N/OCC)/N)-c1ccc(cc1)/C(=N/OCC)/N,Tr,-5.2295737
D-2291,NS5B inhibitor 2,S1(=O)(=O)N=C(Nc2c1cccc2)C=1C(=O)N(n2c(ccc2)C=1O)CCC(C)C,Tr,-4.9593034
D-2293,Deoxynivalenol (DON),O1C[C@@]12[C@@H]1O[C@H]3C=C(C)C(=O)[C@H](O)[C@@]3(CO)[C@@]2(C[C@@H]1O)C,Tr,-5.3005152
D-2298,Putrescine,NCCCCN,Tr,-4.5179658
D-2301,Met-enkephalin,S(CC[C@H](NC(=O)[C@@H](NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc1ccc(O)cc1)Cc1ccccc1)C(O)=O)C,Tr,-7.3800001
D-2305,[D-Ala2]Met-enkephalin,S(CC[C@H](NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C)Cc1ccccc1)C(O)=O)C,Tr,-7.02
D-2307,Metkephamid,S(CC[C@H](NC)C(=O)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C)Cc1ccccc1)C,Tr,-7.3099999
D-2308,Oxazolidin-2-one (OXa),O1C(CN(c2ccc(cc2)C(=O)C)C1=O)CNC(=O)C,Tr,-4.5900002
D-2309,OXb,O1C(CN(c2ccc(cc2)C(=O)C)C1=O)CO,Tr,-4.1799998
D-2310,OXc,O1C(CN(c2ccc(cc2)C(=O)C)C1=O)CN,Tr,-4.8499999
