, Name , t1/2(hour) ,SMILES
728, STREPTOMYCIN , 4 ,CN[C@H]1[C@H](O)[C@@H](O)[C@H](CO)O[C@H]1O[C@H]1[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](NC(N)=N)[C@@H](O)[C@@H]2NC(N)=N)O[C@@H](C)[C@]1(O)C=O
729, CYCLOSERINE , 12 ,N[C@@H]1CONC1=O
730, PENTOBARBITAL , 22 ,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O
731, DIGITOXIN , 48 ,[H][C@@]1(CC[C@]2(O)[C@]3([H])CC[C@]4([H])C[C@H](CC[C@]4(C)[C@@]3([H])CC[C@]12C)O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](O)[C@H](O[C@H]3C[C@H](O)[C@H](O)[C@@H](C)O3)[C@@H](C)O2)[C@@H](C)O1)C1=CC(=O)OC1
732, DRONEDARONE , 16 ,CCCCN(CCCC)CCCOC1=CC=C(C=C1)C(=O)C1=C(CCCC)OC2=C1C=C(NS(C)(=O)=O)C=C2
733, ARTEMETHER , 2 ,[H][C@@]12CC[C@@H](C)[C@]3([H])CC[C@@]4(C)OO[C@@]13[C@]([H])(O[C@H](OC)[C@@H]2C)O4
734, CHLOROQUINE , 570 ,CCN(CC)CCCC(C)NC1=CC=NC2=CC(Cl)=CC=C12
735, MEPHENYTOIN , 63 ,CCC1(NC(=O)N(C)C1=O)C1=CC=CC=C1
736, METHADONE , 31 ,CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1
737, DOXYLAMINE , 12.5 ,CN(C)CCOC(C)(C1=CC=CC=C1)C1=CC=CC=N1
738, TRIHEXYPHENIDYL , 3.7 ,OC(CCN1CCCCC1)(C1CCCCC1)C1=CC=CC=C1
739, SECOBARBITAL , 28 ,CCCC(C)C1(CC=C)C(=O)NC(=O)NC1=O
740, DYPHYLLINE , 2 ,CN1C2=C(N(CC(O)CO)C=N2)C(=O)N(C)C1=O
741, PROMETHAZINE , 14 ,CC(CN1C2=CC=CC=C2SC2=CC=CC=C12)N(C)C
742, WARFARIN , 29 ,CC(=O)CC(C1=CC=CC=C1)C1=C(O)C2=C(OC1=O)C=CC=C2
743, PROCYCLIDINE , 12 ,OC(CCN1CCCC1)(C1CCCCC1)C1=CC=CC=C1
744, AMPHETAMINE , 7.3 ,CC(N)CC1=CC=CC=C1
745, HYDROXYZINE , 16.5 ,OCCOCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1
746, BROMPHENIRAMINE , 25 ,CN(C)CCC(C1=CC=C(Br)C=C1)C1=CC=CC=N1
747, ETHOTOIN , 6 ,CCN1C(=O)NC(C1=O)C1=CC=CC=C1
748, METHOCARBAMOL , 2 ,COC1=C(OCC(O)COC(N)=O)C=CC=C1
749, PHENPROCOUMON , 140 ,CCC(C1=CC=CC=C1)C1=C(O)C2=C(OC1=O)C=CC=C2
750, LUMEFANTRINE , 101 ,CCCCN(CCCC)CC(O)C1=C2C(=CC(Cl)=C1)\C(=C/C1=CC=C(Cl)C=C1)C1=C2C=CC(Cl)=C1
751, METHOHEXITAL , 1.6 ,CCC#CC(C)C1(CC=C)C(=O)NC(=O)N(C)C1=O
752, THIORIDAZINE , 15 ,CSC1=CC2=C(SC3=CC=CC=C3N2CCC2CCCCN2C)C=C1
753, BIPERIDEN , 24 ,OC(CCN1CCCCC1)(C1CC2CC1C=C2)C1=CC=CC=C1
754, MEPIVACAINE , 2 ,CN1CCCCC1C(=O)NC1=C(C)C=CC=C1C
755, CHLORTHALIDONE , 36 ,NS(=O)(=O)C1=C(Cl)C=CC(=C1)C1(O)NC(=O)C2=CC=CC=C12
756, ETHOSUXIMIDE , 60 ,CCC1(C)CC(=O)NC1=O
757, METAXALONE , 9 ,CC1=CC(OCC2CNC(=O)O2)=CC(C)=C1
758, PRILOCAINE , 1.6 ,CCCNC(C)C(=O)NC1=CC=CC=C1C
759, DOXAPRAM , 4.1 ,CCN1CC(CCN2CCOCC2)C(C1=O)(C1=CC=CC=C1)C1=CC=CC=C1
760, OXAZEPAM , 8.2 ,OC1N=C(C2=CC=CC=C2)C2=C(NC1=O)C=CC(Cl)=C2
761, PROPRANOLOL , 4.5 ,CC(C)NCC(O)COC1=CC=CC2=C1C=CC=C2
762, TRIMIPRAMINE , 23 ,CC(CN(C)C)CN1C2=CC=CC=C2CCC2=CC=CC=C12
763, KETAMINE , 2.8 ,CNC1(CCCCC1=O)C1=CC=CC=C1Cl
764, BENZQUINAMIDE , 1.3 ,CCN(CC)C(=O)C1CN2CCC3=CC(OC)=C(OC)C=C3C2CC1OC(C)=O
765, PEMOLINE , 12 ,NC1=NC(=O)C(O1)C1=CC=CC=C1
766, MITOTANE , 2124 ,ClC(Cl)C(C1=CC=C(Cl)C=C1)C1=CC=CC=C1Cl
767, BUPIVACAINE , 3.1 ,CCCCN1CCCCC1C(=O)NC1=C(C)C=CC=C1C
768, MOLINDONE , 2 ,CCC1=C(C)NC2=C1C(=O)C(CN1CCOCC1)CC2
769, METOLAZONE , 14 ,CC1NC2=CC(Cl)=C(C=C2C(=O)N1C1=CC=CC=C1C)S(N)(=O)=O
770, DISOPYRAMIDE , 6.7 ,CC(C)N(CCC(C(N)=O)(C1=CC=CC=C1)C1=NC=CC=C1)C(C)C
771, MICONAZOLE , 24 ,ClC1=CC(Cl)=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1
772, IBUPROFEN , 2 ,CC(C)CC1=CC=C(C=C1)C(C)C(O)=O
773, LUMEFANTRINE , 101 ,CCCCN(CCCC)CC(O)C1=C2C(=CC(Cl)=C1)\C(=C/C1=CC=C(Cl)C=C1)C1=C2C=CC(Cl)=C1
774, LORAZEPAM , 14 ,OC1N=C(C2=CC=CC=C2Cl)C2=C(NC1=O)C=CC(Cl)=C2
775, DOBUTAMINE , 0.033 ,CC(CCC1=CC=C(O)C=C1)NCCC1=CC(O)=C(O)C=C1
776, BACLOFEN , 5 ,NCC(CC(O)=O)C1=CC=C(Cl)C=C1
777, TEMAZEPAM , 8.8 ,CN1C2=C(C=C(Cl)C=C2)C(=NC(O)C1=O)C1=CC=CC=C1
778, OXPRENOLOL , 1.5 ,CC(C)NCC(O)COC1=CC=CC=C1OCC=C
779, AMINOGLUTETHIMIDE , 12.5 ,CCC1(CCC(=O)NC1=O)C1=CC=C(N)C=C1
780, ATENOLOL , 6.5 ,CC(C)NCC(O)COC1=CC=C(CC(N)=O)C=C1
781, TOCAINIDE , 15 ,CC(N)C(=O)NC1=C(C)C=CC=C1C
782, PINDOLOL , 3.5 ,CC(C)NCC(O)COC1=CC=CC2=C1C=CN2
783, KETOPROFEN , 3.5 ,CC(C(O)=O)C1=CC(=CC=C1)C(=O)C1=CC=CC=C1
784, FLURBIPROFEN , 5 ,CC(C(O)=O)C1=CC(F)=C(C=C1)C1=CC=CC=C1
785, FLECAINIDE , 12 ,FC(F)(F)COC1=CC(C(=O)NCC2CCCCN2)=C(OCC(F)(F)F)C=C1
786, NIMODIPINE , 1.5 ,COCCOC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(C)C
787, MEXILETINE , 11 ,CC(N)COC1=C(C)C=CC=C1C
788, ACEBUTOLOL , 3.5 ,CCCC(=O)NC1=CC=C(OCC(O)CNC(C)C)C(=C1)C(C)=O
789, ETODOLAC , 6.4 ,CCC1=C2NC3=C(CCOC3(CC)CC(O)=O)C2=CC=C1
790, FLUOXETINE , 120 ,CNCCC(OC1=CC=C(C=C1)C(F)(F)F)C1=CC=CC=C1
791, BEPRIDIL , 42 ,CC(C)COCC(CN(CC1=CC=CC=C1)C1=CC=CC=C1)N1CCCC1
792, TERAZOSIN , 12 ,COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N1CCN(CC1)C(=O)C1CCCO1
793, IPRATROPIUM , 2 ,[H][C@]12CC[C@]([H])(C[C@@H](C1)OC(=O)C(CO)C1=CC=CC=C1)[N+]2(C)C(C)C
794, PROPAFENONE , 21 ,CCCNCC(O)COC1=C(C=CC=C1)C(=O)CCC1=CC=CC=C1
795, BETAXOLOL , 18 ,CC(C)NCC(O)COC1=CC=C(CCOCC2CC2)C=C1
796, ESMOLOL , 0.15 ,COC(=O)CCC1=CC=C(OCC(O)CNC(C)C)C=C1
797, SUPROFEN , 2.1 ,CC(C(O)=O)C1=CC=C(C=C1)C(=O)C1=CC=CS1
798, RIMANTADINE , 39 ,CC(N)C12CC3CC(CC(C3)C1)C2
799, EVEROLIMUS , 30 ,[H][C@@]1(C[C@@H](C)[C@]2([H])CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@H](C[C@]3([H])CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@@]3([H])C(=O)O2)OC)CC[C@@H](OCCO)[C@@H](C1)OC
800, AMLODIPINE , 40 ,CCOC(=O)C1=C(COCCN)NC(C)=C(C1C1=CC=CC=C1Cl)C(=O)OC
801, MIDODRINE , 0.4 ,COC1=CC(C(O)CNC(=O)CN)=C(OC)C=C1
802, FELODIPINE , 14 ,CCOC(=O)C1=C(C)NC(C)=C(C1C1=C(Cl)C(Cl)=CC=C1)C(=O)OC
803, LEVOCETIRIZINE , 8 ,OC(=O)COCCN1CCN(CC1)[C@H](C1=CC=CC=C1)C1=CC=C(Cl)C=C1
804, BISOPROLOL , 10 ,CC(C)NCC(O)COC1=CC=C(COCCOC(C)C)C=C1
805, ONDANSETRON , 3.5 ,CN1C2=C(C3=CC=CC=C13)C(=O)C(CN1C=CN=C1C)CC2
806, LOMEFLOXACIN , 7.75 ,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(N3CCNC(C)C3)C(F)=C12
807, HALOFANTRINE , 192 ,CCCCN(CCCC)CCC(O)C1=C2C=CC(=CC2=C2C=C(Cl)C=C(Cl)C2=C1)C(F)(F)F
808, CARVEDILOL , 8.5 ,COC1=CC=CC=C1OCCNCC(O)COC1=CC=CC2=C1C1=CC=CC=C1N2
809, BICALUTAMIDE , 139 ,CC(O)(CS(=O)(=O)C1=CC=C(F)C=C1)C(=O)NC1=CC(=C(C=C1)C#N)C(F)(F)F
810, DONEPEZIL , 70 ,COC1=C(OC)C=C2C(=O)C(CC3CCN(CC4=CC=CC=C4)CC3)CC2=C1
811, GREPAFLOXACIN , 15 ,CC1CN(CCN1)C1=C(F)C(C)=C2C(=O)C(=CN(C3CC3)C2=C1)C(O)=O
812, THALIDOMIDE , 7.29 ,O=C1N(C2CCC(=O)NC2=O)C(=O)C2=CC=CC=C12
813, EPINASTINE , 12 ,NC1=NCC2N1C1=CC=CC=C1CC1=CC=CC=C21
814, ILOPROST , 0.57 ,[H][C@]12C[C@@H](O)[C@H](\C=C\[C@@H](O)C(C)CC#CC)[C@@]1([H])C\C(C2)=C\CCCC(O)=O
815, LENALIDOMIDE , 3 ,NC1=CC=CC2=C1CN(C1CCC(=O)NC1=O)C2=O
816, PALIPERIDONE , 25 ,CC1=C(CCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C(=O)N2CCCC(O)C2=N1
817, METHANTHELINE , 2 ,CC[N+](C)(CC)CCOC(=O)C1C2=CC=CC=C2OC2=CC=CC=C12
818, PHENTOLAMINE , 2.5 ,CC1=CC=C(C=C1)N(CC1=NCCN1)C1=CC(O)=CC=C1
819, PRIMAQUINE , 5.6 ,COC1=CC(NC(C)CCCN)=C2N=CC=CC2=C1
820, PRIMAQUINE , 5.6 ,COC1=CC(NC(C)CCCN)=C2N=CC=CC2=C1
821, GUANETHIDINE , SEVERAL ,NC(N)=NCCN1CCCCCCC1
822, TERBUTALINE , 5.7 ,CC(C)(C)NCC(O)C1=CC(O)=CC(O)=C1
823, TERBUTALINE , 5.7 ,CC(C)(C)NCC(O)C1=CC(O)=CC(O)=C1
824, BETHANIDINE , 39 ,CN\C(NCC1=CC=CC=C1)=N/C
825, DESMOPRESSIN , 3 ,NC(=O)CC[C@@H]1NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CC2=CC=C(O)C=C2)NC(=O)CCSSC[C@H](NC(=O)[C@H](CC(N)=O)NC1=O)C(=O)N1CCC[C@H]1C(=O)N[C@H](CCCNC(N)=N)C(=O)NCC(N)=O
826, MORPHINE , 2 ,[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])C=C[C@@H]2O
827, NICOTINE , 1.5 ,CN1CCC[C@H]1C1=CN=CC=C1
828, PENBUTOLOL , 5 ,CC(C)(C)NC[C@H](O)COC1=CC=CC=C1C1CCCC1
829, SUFENTANIL , 2.7 ,CCC(=O)N(C1=CC=CC=C1)C1(COC)CCN(CCC2=CC=CS2)CC1
830, PENTAMIDINE , 25 ,NC(=N)C1=CC=C(OCCCCCOC2=CC=C(C=C2)C(N)=N)C=C1
831, MILRINONE , 2.3 ,CC1=C(C=C(C#N)C(=O)N1)C1=CC=NC=C1
832, PIPECURONIUM , 1.7 ,[H][C@@]12C[C@@H]([C@H](OC(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](OC(C)=O)[C@H](C[C@]12C)N1CC[N+](C)(C)CC1)N1CC[N+](C)(C)CC1
833, OCTREOTIDE , 1.8 ,[H][C@]1(NC(=O)[C@H](CCCCN)NC(=O)[C@@H](CC2=CNC3=C2C=CC=C3)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CSSC[C@H](NC1=O)C(=O)N[C@H](CO)[C@@H](C)O)NC(=O)[C@H](N)CC1=CC=CC=C1)[C@@H](C)O
834, DOXAZOSIN , 17 ,COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N1CCN(CC1)C(=O)C1COC2=CC=CC=C2O1
835, DOXAZOSIN , 17 ,COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N1CCN(CC1)C(=O)C1COC2=CC=CC=C2O1
836, GOSERELIN , 1.4 ,CC(C)C[C@H](NC(=O)[C@@H](COC(C)(C)C)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CNC2=CC=CC=C12)NC(=O)[C@H](CC1=CN=CN1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)NNC(N)=O
837, NAFARELIN , 3 ,CC(C)C[C@H](NC(=O)[C@@H](CC1=CC2=C(C=CC=C2)C=C1)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CNC2=CC=CC=C12)NC(=O)[C@H](CC1=CNC=N1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)NCC(N)=O
838, FENOLDOPAM , 0.083 ,OC1=CC=C(C=C1)C1CNCCC2=C(Cl)C(O)=C(O)C=C12
839, FENOLDOPAM , 0.083 ,OC1=CC=C(C=C1)C1CNCCC2=C(Cl)C(O)=C(O)C=C12
840, SUMATRIPTAN , 1.9 ,CNS(=O)(=O)CC1=CC=C2NC=C(CCN(C)C)C2=C1
841, PENTOSAN POLYSULFATE , 20 ,O[C@@H]1CO[C@@H](O[C@@H]2CO[C@@H](O)[C@H](OS(O)(=O)=O)[C@H]2OS(O)(=O)=O)[C@H](OS(O)(=O)=O)[C@H]1OS(O)(=O)=O
842, ROCURONIUM , 1.4 ,[H][C@@]12C[C@@H]([C@H](OC(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](O)[C@H](C[C@]12C)N1CCOCC1)[N+]1(CC=C)CCCC1
843, CYSTEAMINE , 1.5 ,NCCS
844, IBUTILIDE , 8 ,CCCCCCCN(CC)CCCC(O)C1=CC=C(NS(C)(=O)=O)C=C1
845, IBUTILIDE , 8 ,CCCCCCCN(CC)CCCC(O)C1=CC=C(NS(C)(=O)=O)C=C1
846, TOREMIFENE , 120 ,CN(C)CCOC1=CC=C(C=C1)C(=C(\CCCl)C1=CC=CC=C1)\C1=CC=CC=C1
847, ROPIVACAINE , 4.2 ,CCCN1CCCC[C@H]1C(=O)NC1=C(C)C=CC=C1C
848, BALSALAZIDE , 1.9 ,OC(=O)CCNC(=O)C1=CC=C(C=C1)\N=N\C1=CC=C(O)C(=C1)C(O)=O
849, SAQUINAVIR , 7 ,[H][C@@]12CCCC[C@]1([H])CN(C[C@@H](O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CC(N)=O)NC(=O)C1=NC3=C(C=CC=C3)C=C1)[C@@H](C2)C(=O)NC(C)(C)C
850, QUETIAPINE , 6 ,OCCOCCN1CCN(CC1)C1=NC2=CC=CC=C2SC2=CC=CC=C12
851, PRAMIPEXOLE , 8 ,CCCN[C@H]1CCC2=C(C1)SC(N)=N2
852, INDINAVIR , 1.8 ,CC(C)(C)NC(=O)[C@@H]1CN(CC2=CN=CC=C2)CCN1C[C@@H](O)C[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H]1[C@H](O)CC2=CC=CC=C12
853, DELAVIRDINE , 5.8 ,CC(C)NC1=C(N=CC=C1)N1CCN(CC1)C(=O)C1=CC2=C(N1)C=CC(NS(C)(=O)=O)=C2
854, EMEDASTINE , 3.5 ,CCOCCN1C(=NC2=CC=CC=C12)N1CCCN(C)CC1
855, EPROSARTAN , 20 ,CCCCC1=NC=C(\C=C(/CC2=CC=CS2)C(O)=O)N1CC1=CC=C(C=C1)C(O)=O
856, TROVAFLOXACIN , 9 ,[H][C@@]12CN(C[C@]1([H])[C@H]2N)C1=NC2=C(C=C1F)C(=O)C(=CN2C1=C(F)C=C(F)C=C1)C(O)=O
857, NELFINAVIR , 4.25 ,[H][C@@]12CCCC[C@]1([H])CN(C[C@@H](O)[C@H](CSC1=CC=CC=C1)NC(=O)C1=C(C)C(O)=CC=C1)[C@@H](C2)C(=O)NC(C)(C)C
858, CITALOPRAM , 35 ,CN(C)CCCC1(OCC2=C1C=CC(=C2)C#N)C1=CC=C(F)C=C1
859, ESCITALOPRAM , 29.5 ,CN(C)CCC[C@]1(OCC2=C1C=CC(=C2)C#N)C1=CC=C(F)C=C1
860, CLOPIDOGREL , 6 ,[H][C@@](N1CCC2=C(C1)C=CS2)(C(=O)OC)C1=CC=CC=C1Cl
861, RIZATRIPTAN , 2.5 ,CN(C)CCC1=CNC2=C1C=C(CN1C=NC=N1)C=C2
862, SILDENAFIL , 4 ,CCCC1=NN(C)C2=C1N=C(NC2=O)C1=CC(=CC=C1OCC)S(=O)(=O)N1CCN(C)CC1
863, ABACAVIR , 1.54 ,NC1=NC2=C(N=CN2[C@@H]2C[C@H](CO)C=C2)C(NC2CC2)=N1
864, RAPACURONIUM , 2.3 ,[H][C@@]12C[C@@H]([C@H](OC(=O)CC)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](OC(C)=O)[C@H](C[C@]12C)N1CCCCC1)[N+]1(CC=C)CCCCC1
865, ALMOTRIPTAN , 3.5 ,CN(C)CCC1=CNC2=C1C=C(CS(=O)(=O)N1CCCC1)C=C2
866, FROVATRIPTAN , 26 ,CN[C@@H]1CCC2=C(C1)C1=C(N2)C=CC(=C1)C(N)=O
867, ROSIGLITAZONE , 3.5 ,CN(CCOC1=CC=C(CC2SC(=O)NC2=O)C=C1)C1=CC=CC=N1
868, ROSIGLITAZONE , 3.5 ,CN(CCOC1=CC=C(CC2SC(=O)NC2=O)C=C1)C1=CC=CC=N1
869, OSELTAMIVIR , 2 ,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1
870, GALANTAMINE , 7 ,[H][C@]12C[C@@H](O)C=C[C@]11CCN(C)CC3=C1C(O2)=C(OC)C=C3
871, CASPOFUNGIN , 27 ,CCC(C)CC(C)CCCCCCCCC(=O)N[C@H]1C[C@@H](O)[C@@H](NCCN)NC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC1=O)[C@@H](C)O)[C@H](O)[C@@H](O)C1=CC=C(O)C=C1)[C@H](O)CCN
872, IMATINIB , 18 ,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC(NC3=NC=CC(=N3)C3=CN=CC=C3)=C(C)C=C2)CC1
873, TIOTROPIUM , 132 ,[H][C@]12O[C@@]1([H])[C@]1([H])C[C@@]([H])(C[C@@]2([H])[N+]1(C)C)OC(=O)C(O)(C1=CC=CS1)C1=CC=CS1
874, PEMETREXED , 3.5 ,NC1=NC(=O)C2=C(NC=C2CCC2=CC=C(C=C2)C(=O)N[C@@H](CCC(O)=O)C(O)=O)N1
875, DARIFENACIN , 16 ,NC(=O)C([C@@H]1CCN(CCC2=CC3=C(OCC3)C=C2)C1)(C1=CC=CC=C1)C1=CC=CC=C1
876, SOLIFENACIN , 56.5 ,O=C(O[C@H]1CN2CCC1CC2)N1CCC2=CC=CC=C2[C@@H]1C1=CC=CC=C1
877, ATAZANAVIR , 7.9 ,COC(=O)N[C@H](C(=O)N[C@@H](CC1=CC=CC=C1)[C@@H](O)CN(CC1=CC=C(C=C1)C1=CC=CC=N1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C
878, RASAGILINE , 3 ,C#CCN[C@@H]1CCC2=CC=CC=C12
879, SORAFENIB , 36.5 ,CNC(=O)C1=NC=CC(OC2=CC=C(NC(=O)NC3=CC(=C(Cl)C=C3)C(F)(F)F)C=C2)=C1
880, SUNITINIB , 50 ,CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C
881, DARUNAVIR , 15 ,[H][C@@]12CCO[C@]1([H])OC[C@@H]2OC(=O)N[C@@H](CC1=CC=CC=C1)[C@H](O)CN(CC(C)C)S(=O)(=O)C1=CC=C(N)C=C1
882, ALISKIREN , 24 ,COCCCOC1=C(OC)C=CC(C[C@@H](C[C@H](N)[C@@H](O)C[C@@H](C(C)C)C(=O)NCC(C)(C)C(N)=O)C(C)C)=C1
883, SITAGLIPTIN , 12.4 ,N[C@@H](CC(=O)N1CCN2C(C1)=NN=C2C(F)(F)F)CC1=CC(F)=C(F)C=C1F
884, LAPATINIB , 14.2 ,CS(=O)(=O)CCNCC1=CC=C(O1)C1=CC2=C(C=C1)N=CN=C2NC1=CC(Cl)=C(OCC2=CC(F)=CC=C2)C=C1
885, NILOTINIB , 17 ,CC1=CN(C=N1)C1=CC(NC(=O)C2=CC=C(C)C(NC3=NC=CC(=N3)C3=CN=CC=C3)=C2)=CC(=C1)C(F)(F)F
886, COLISTIN , 14.4 ,CCC(C)CCCC(=O)N[C@@H](CCN)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)C(NC(=O)[C@@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CCN)NC1=O)[C@@H](C)O
887, BLEOMYCIN , 2 ,[H][C@](C)(NC(=O)[C@@]([H])(NC(=O)C1=NC(=NC(N)=C1C)[C@H](CC(N)=O)NC[C@H](N)C(N)=O)[C@@]([H])(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(OC(N)=O)C1O)C1=CNC=N1)[C@@H](O)[C@H](C)C(=O)N[C@]([H])(C(=O)NCCC1=NC(=CS1)C1=NC(=CS1)C(=O)NCCC[S+](C)C)[C@@]([H])(C)O
888, TOBRAMYCIN , 2 ,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)C[C@@H]1O
889, MEZLOCILLIN , 1.2 ,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](NC(=O)N1CCN(C1=O)S(C)(=O)=O)C1=CC=CC=C1)C(O)=O
890, CEFOTETAN , 3.8 ,[H][C@]12SCC(CSC3=NN=NN3C)=C(N1C(=O)[C@]2(NC(=O)C1SC(S1)=C(C(N)=O)C(O)=O)OC)C(O)=O
891, KANAMYCIN , 2.1 ,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
892, EQUILIN , 15 ,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC=C21)C=C(O)C=C3
893, DEXTROAMPHETAMINE , 7.3 ,C[C@H](N)CC1=CC=CC=C1
894, LEVOPROPOXYPHENE , 9 ,[H][C@](C)(CN(C)C)[C@@](CC1=CC=CC=C1)(OC(=O)CC)C1=CC=CC=C1
895, CEFADROXIL , 1.1 ,[H][C@]12SCC(C)=C(N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=C(O)C=C1)C(O)=O
896, SULBACTAM , 1 ,[H][C@@]12CC(=O)N1[C@@]([H])(C(O)=O)C(C)(C)S2(=O)=O
897, GLYBURIDE , 10 ,COC1=C(C=C(Cl)C=C1)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1
898, ESTRAMUSTINE PHOSPHATE , 2.4 ,[H][C@@]12CC[C@H](OP(O)(O)=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(OC(=O)N(CCCl)CCCl)C=C3
899, DRONABINOL , 30.5 ,[H][C@@]12C=C(C)CC[C@@]1([H])C(C)(C)OC1=C2C(O)=CC(CCCCC)=C1
900, ENALAPRILAT , 11 ,[H][C@@](C)(N[C@@]([H])(CCC1=CC=CC=C1)C(O)=O)C(=O)N1CCC[C@@]1([H])C(O)=O
901, ACRIVASTINE , 1.9 ,[H]\C(CN1CCCC1)=C(\C1=CC=C(C)C=C1)C1=CC=CC(=N1)C(\[H])=C(/[H])C(O)=O
902, HISTRELIN , 3.92 ,CC(O)=O.CC(O)=O.CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC1=CN(CC2=CC=CC=C2)C=N1)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CNC2=C1C=CC=C2)NC(=O)[C@H](CC1=CNC=N1)NC(=O)[C@@H]1CCC(=O)N1
903, EFLORNITHINE , 8 ,NCCCC(N)(C(F)F)C(O)=O
904, FLUTICASONE FUROATE , 15.1 ,[H][C@@]12C[C@@H](C)[C@](OC(=O)C3=CC=CO3)(C(=O)SCF)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C
905, LODOXAMIDE , 8.5 ,OC(=O)C(=O)NC1=CC(=CC(NC(=O)C(O)=O)=C1Cl)C#N
906, SALMETEROL , 5.5 ,OCC1=C(O)C=CC(=C1)C(O)CNCCCCCCOCCCCC1=CC=CC=C1
907, SALMETEROL , 5.5 ,OCC1=C(O)C=CC(=C1)C(O)CNCCCCCCOCCCCC1=CC=CC=C1
908, TRIMETREXATE , 11 ,COC1=CC(NCC2=C(C)C3=C(C=C2)N=C(N)N=C3N)=CC(OC)=C1OC
909, NALMEFENE , 10.8 ,[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(CC3CC3)[C@]([H])(C4)[C@]1(O)CCC2=C
